Iteration,Biomass
0,0.00010661158172746782
1,0.00010303711056632927
2,0.00010358690095028013
3,0.00011269821316468582
4,0.00010354658578267695
5,9.772254346739473e-05
6,9.774926699243898e-05
7,0.00010322159290693325
8,0.00010344914282311441
9,0.00010325650627905246
10,0.00010312015415369993
11,0.00010315430838138749
12,0.00010831866563100015
13,0.00010354405964281792
14,0.00010333692516177656
15,9.774405154137541e-05
16,0.00010324211724505274
17,0.0001030408440401026
18,0.00010466389460016352
19,0.0001030408440401026
20,0.00010466389460016352
21,9.7727987702721e-05
22,0.00010396116940944112
23,9.773304921692342e-05
24,0.00010313396470330531
25,0.00010342478491800977
26,0.0001063034033073813
27,0.00010350119563726108
28,9.770177778576089e-05
29,9.773605177176713e-05
30,0.00010335901885988585
31,9.773605177176713e-05
32,0.00010335901885988585
33,0.00010625425971965032
34,0.00010333935144439429
35,0.0001020918383813709
36,0.00010340518252369594
37,0.0001031678887422746
38,0.00010340518252369594
39,0.0001031678887422746
40,0.00010308980561625042
41,0.00010302268449948185
42,9.772806253747216e-05
43,0.00010451948331976682
44,0.00010336485124494408
45,9.771398458561225e-05
46,0.00010760466968991338
47,0.00010369801799070652
48,0.0001049610461842538
49,9.774037561891886e-05
50,0.00010647909522684381
51,9.774037561891886e-05
52,0.00010647909522684381
53,9.774080298271862e-05
54,0.00010647909522684381
55,9.774037561891886e-05
56,0.00010647909522684381
57,9.774080298271862e-05
58,0.00010647909522684381
59,9.774080298271862e-05
60,9.76756663119695e-05
61,0.00010304617341586002
62,0.00010442284595381317
63,0.00010332792601548513
64,9.769926924402108e-05
65,0.00010332792601548513
66,9.769926924402108e-05
67,9.770520140511149e-05
68,9.772463468416045e-05
69,0.00010349945976751209
70,0.00010354368399985819
71,0.00010333753221077952
72,0.00010311861666768927
73,9.774877779798849e-05
74,0.00010311861666768927
75,9.774877779798849e-05
76,9.774925333174405e-05
77,0.00010333142253413789
78,9.775426822521907e-05
79,0.00010241536835381947
80,0.00010326437151181334
81,0.0001080050007115356
82,9.770073335700046e-05
83,9.775599329141127e-05
84,9.770073335700046e-05
85,0.0001080050007115356
86,9.770073335700046e-05
87,9.775599329141127e-05
88,0.0001033517371066872
89,0.00010357562069208032
90,9.769879092113184e-05
91,0.00010357562069208032
92,9.769879092113184e-05
93,0.00010317337194356775
94,9.769879092113184e-05
95,0.00010317337194356775
96,9.77962397950163e-05
97,0.00010321306211794858
98,0.00011264816354137978
99,0.00010842482793226684
